dbn,school_name,boro,grade_span_min,grade_span_max,zip,total_students,school_type,advancedplacement_courses,online_ap_courses,start_time,end_time,se_services,ell_programs,school_accessibility_description,number_programs,Location 1
23K697,Teachers Preparatory High School,Brooklyn,6,12,11212,458,,"Calculus AB, English Literature and Composition, United States History",,8:20 AM,2:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"226 Bristol Street
Brooklyn, NY 11212
(40.665810912000495, -73.91169964499966)"
24Q236,International High School for Health Sciences,Queens,9,11,11373,50,International School,,,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"48-01 90 Street
Elmhurst, NY 11373
(40.74120520000048, -73.87472988399963)"
24Q264,Academy of Finance and Enterprise,Queens,9,12,11101,467,,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,8:15 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)"
24Q267,High School of Applied Communication,Queens,9,12,11101,421,,"Biology, English Literature and Composition, European History, Human Geography, United States History",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)"
24Q293,Civic Leadership Academy,Queens,9,12,11373,453,,"English Literature and Composition, United States Government and Politics, United States History",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"45-10 94Th Street
Elmhurst, NY 11373
(40.74330287300046, -73.87057497699965)"
24Q296,Pan American International High School,Queens,9,12,11373,367,International School,,,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"45-10 94Th Street
Elmhurst, NY 11373
(40.74330287300046, -73.87057497699965)"
24Q299,Bard High School Early College Queens,Queens,9,12,11101,600,,,,9:00 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)"
24Q455,Newtown High School,Queens,9,12,11373,2074,,"Biology, Calculus AB, Calculus BC, Chinese Language and Culture, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, World History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Chinese, Spanish",Not Functionally Accessible,4,"48-01 90 Street
Elmhurst, NY 11373
(40.74120520000048, -73.87472988399963)"
24Q485,Grover Cleveland High School,Queens,9,12,11385,1869,,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, European History, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States History",,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,6,"21-27 Himrod Street
Ridgewood, NY 11385
(40.71122219500046, -73.90865212999967)"
24Q520,Middle College High School at LaGuardia Community College,Queens,9,12,11101,495,Consortium School,,,8:00 AM,1:55 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"45-35 Van Dam Street
Long Island City, NY 11101
(40.744149536000464, -73.93362674099967)"
24Q530,International High School at LaGuardia Community College,Queens,9,12,11101,503,"Consortium, International School","Biology, Calculus AB, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Studio Art: Drawing, United States History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"45-35 Van Dam Street
Long Island City, NY 11101
(40.744149536000464, -73.93362674099967)"
24Q550,High School for Arts and Business,Queens,9,12,11368,887,,"Art History, English Language and Composition, English Literature and Composition, Psychology, Spanish Language and Culture, Spanish Literature and Culture, United States History, World History",,8:45 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Not Functionally Accessible,1,"105-25 Horace Harding Expy N
Corona, NY 11368
(40.73741817000047, -73.85330572999965)"
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Queens,7,12,11101,631,,"Biology, English Literature and Composition",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"47-07 30 Place
Long Island City, NY 11101
(40.742263515000445, -73.93687612099967)"
24Q585,Maspeth High School,Queens,9,12,11373,751,,"Biology, Calculus AB, Calculus BC, Chemistry, English Language and Composition, English Literature and Composition, Latin: Vergil, Macroeconomics, Physics B, Studio Art: 2-D Design, United States Government and Politics, United States History, World History",,8:15 AM,3:05 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"54-40 74Th Street
Elmhurst, NY 11373
(40.729538482000464, -73.88739052299962)"
24Q600,Queens Vocational and Technical High School,Queens,9,12,11101,1514,CTE School,"European History, Human Geography, Physics B, Psychology, Spanish Language and Culture",,8:00 AM,4:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,7,"37-02 47 Avenue
Long Island City, NY 11101
(40.74218869400045, -73.92824329199965)"
24Q610,Aviation Career & Technical Education High School,Queens,9,12,11101,2231,CTE School,"Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Physics B, United States Government and Politics, United States History, World History",,8:00 AM,4:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"45-30 36 Street
Long Island City, NY 11101
(40.7435936440005, -73.92907786499967)"
25Q240,Veritas Academy,Queens,9,11,11354,124,,,,7:50 AM,2:40 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"35-01 Union Street
Flushing, NY 11354
(40.765243471000474, -73.82785528199963)"
25Q241,Queens High School for Language Studies,Queens,9,11,11354,70,,,,8:00 AM,3:37 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Chinese,Not Functionally Accessible,1,"35-01 Union Street
Flushing, NY 11354
(40.765243471000474, -73.82785528199963)"
25Q252,"Queens School of Inquiry, The",Queens,6,12,11366,590,,"Biology, Chemistry, Psychology",,8:38 AM,2:57 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"158-40 76 Road
Fresh Meadows, NY 11366
(40.72452298400049, -73.80942798999968)"
25Q263,Flushing International High School,Queens,9,12,11355,412,International School,,,8:40 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"144-80 Barclay Avenue
Flushing, NY 11355
(40.760414170000445, -73.81837627799968)"
25Q281,East-West School of International Studies,Queens,6,12,11355,643,,"Calculus AB, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, Human Geography, Psychology",,7:50 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"46-21 Colden Street
Flushing, NY 11355
(40.74930280500047, -73.82180810599965)"
25Q285,World Journalism Preparatory: A College Board School,Queens,6,12,11358,609,,"Chemistry, English Language and Composition, English Literature and Composition, Environmental Science, Macroeconomics, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"34-65 192 Street
Flushing, NY 11358
(40.76512327300048, -73.79005967599966)"
25Q425,John Bowne High School,Queens,9,12,11367,3722,,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Literature and Composition, Macroeconomics, Microeconomics, Physics C: Electricity and Magnetism, Spanish Language and Culture, Statistics, United States Government and Politics, United States History",,9:08 AM,3:47 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Chinese, Spanish",Functionally Accessible,4,"63-25 Main Street
Flushing, NY 11367
(40.73869720300047, -73.82479482099967)"
25Q460,Flushing High School,Queens,9,12,11354,2499,,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Macroeconomics, Physics B, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History, World History",,8:51 AM,3:37 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Chinese, Spanish",Not Functionally Accessible,4,"35-01 Union Street
Flushing, NY 11354
(40.765243471000474, -73.82785528199963)"
25Q525,Townsend Harris High School,Queens,9,12,11367,1151,,"Calculus AB, Calculus BC, English Literature and Composition, Environmental Science, European History, French Language and Culture, Human Geography, Japanese Language and Culture, Macroeconomics, Music Theory, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,8:20 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"149-11 Melbourne Avenue
Flushing, NY 11367
(40.73440841000047, -73.82141748299966)"
25Q670,Robert F. Kennedy Community High School,Queens,9,12,11366,685,,"Biology, Calculus AB, Calculus BC, English Literature and Composition, Human Geography, Spanish Language and Culture, United States Government and Politics",,8:00 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"75-40 Parsons Boulevard
Fresh Meadows, NY 11366
(40.72560316100049, -73.81072114699964)"
26Q315,Business Technology Early College High School,Queens,9,10,11427,N/A,"NYC P-Tech 9-14, New School",,,8:30 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"230-17 Hillside Avenue
Queens Village, NY 11427
(40.73281710900045, -73.73965041299965)"
26Q415,Benjamin N. Cardozo High School,Queens,9,12,11364,3628,,"Biology, Calculus AB, Calculus BC, Chemistry, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, Macroeconomics, Microeconomics, Physics B, Psychology, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,9:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,5,"57-00 223Rd Street
Oakland Gardens, NY 11364
(40.75239242400045, -73.75608335799967)"
26Q430,Francis Lewis High School,Queens,9,12,11365,4058,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, French Language and Culture, Human Geography, Japanese Language and Culture, Macroeconomics, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History, World History",,8:30 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Chinese,Functionally Accessible,5,"58-20 Utopia Parkway
Fresh Meadows, NY 11365
(40.74055571400049, -73.79284814599964)"
26Q435,Martin Van Buren High School,Queens,9,12,11427,2096,,"Art History, Biology, Calculus AB, English Literature and Composition, United States History, World History",,7:45 AM,3:14 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,5,"230-17 Hillside Avenue
Queens Village, NY 11427
(40.73281710900045, -73.73965041299965)"
26Q495,Bayside High School,Queens,9,12,11361,3241,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Language and Composition, English Literature and Composition, Environmental Science, European History, French Language and Culture, Macroeconomics, Microeconomics, Physics B, Physics C: Electricity and Magnetism, Physics C: Mechanics, Psychology, Spanish Language and Culture, Statistics, Studio Art: Drawing, United States History, World History","Comparative Government and Politics, Human Geography, Psychology, United States Government and Politics",8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,7,"32-24 Corporal Kennedy Street
Bayside, NY 11361
(40.771867242000496, -73.78038695199967)"
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Queens,9,12,11426,1164,,"English Language and Composition, Statistics, United States History",,8:30 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"74-20 Commonwealth Blvd
Bellerose, NY 11426
(40.744904361000465, -73.72690964199967)"
27Q260,Frederick Douglass Academy VI High School,Queens,9,12,11691,412,,"Calculus AB, English Language and Composition, English Literature and Composition, United States History","Biology, Physics B",7:45 AM,2:05 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"8-21 Bay 25 Street
Far Rockaway, NY 11691
(40.601989336000486, -73.76283432299965)"
27Q262,Channel View School for Research,Queens,6,12,11694,642,,"Biology, English Language and Composition, Environmental Science, United States History","Art History, Calculus BC, English Language and Composition, English Literature and Composition, United States History, World History",8:15 AM,3:04 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"100-00 Beach Channel Drive
Rockaway Park, NY 11694
(40.58600718700046, -73.82308944399966)"
27Q302,"Queens High School for Information, Research, and Technology",Queens,9,12,11691,322,,"Biology, English Literature and Composition, World History",,7:45 AM,4:10 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Dual Language: Spanish; Transitional Bilingual Program: Spanish,Not Functionally Accessible,2,"8-21 Bay 25 Street
Far Rockaway, NY 11691
(40.601989336000486, -73.76283432299965)"
27Q308,Robert H. Goddard High School of Communication Arts and Technology,Queens,9,12,11417,598,,"Chemistry, English Literature and Composition, Environmental Science, Psychology, Spanish Language and Culture, United States History, World History","English Literature and Composition, Environmental Science, Psychology, World History",7:25 AM,2:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"138-30 Lafayette Street
Ozone Park, NY 11417
(40.6717694780005, -73.84497773899966)"
27Q309,Academy of Medical Technology: A College Board School,Queens,6,12,11691,631,,,,8:00 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"8-21 Bay 25 Street
Far Rockaway, NY 11691
(40.601989336000486, -73.76283432299965)"
27Q314,Epic High School – South,Queens,9,10,11420,N/A,New School,Based on student interest.  ,Based on student interest.  ,9:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"121-10 Rockaway Boulevard
Queens, NY 11420
(40.675735922000456, -73.81696833599966)"
27Q323,Scholars' Academy,Queens,6,12,11694,1253,,"Art History, Biology, Calculus AB, Chemistry, English Language and Composition, English Literature and Composition, Spanish Language and Culture, Statistics, United States History, World History","Spanish Language and Culture, Statistics",8:45 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"320 Beach 104Th Street
Rockaway Park, NY 11694
(40.58413137400049, -73.82568121199967)"
27Q324,Rockaway Park High School for Environmental Sustainability,Queens,9,12,11694,354,,"English Language and Composition, English Literature and Composition, Environmental Science, Psychology, United States History",,8:45 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"100-00 Beach Channel Drive
Rockaway Park, NY 11694
(40.58600718700046, -73.82308944399966)"
27Q334,Epic High School – North,Queens,9,10,11419,N/A,New School,Based on student interest.,Based on student interest.,9:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"94-25 117th Street
South Richmond Hill, NY 11419
(40.69287706600045, -73.82930558099963)"
27Q351,Rockaway Collegiate High School,Queens,9,12,11694,312,,"English Literature and Composition, Environmental Science","Art History, Biology, Calculus AB, English Language and Composition, Physics B, Psychology, Spanish Language and Culture, United States History, World History",8:30 AM,4:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"100-00 Beach Channel Drive
Rockaway Park, NY 11694
(40.58600718700046, -73.82308944399966)"
27Q400,August Martin High School,Queens,9,12,11434,853,,"English Literature and Composition, Environmental Science, Statistics",English Language and Composition,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,4,"156-10 Baisley Boulevard
Jamaica, NY 11434
(40.67552680900047, -73.78343251299964)"
27Q475,Richmond Hill High School,Queens,9,12,11418,2225,,"Biology, Calculus AB, English Literature and Composition, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History, World History",,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Not Functionally Accessible,3,"89-30 114 Street
Richmond Hill, NY 11418
(40.6956492220005, -73.83358480499965)"
27Q480,John Adams High School,Queens,9,12,11417,2838,,"Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Environmental Science, Spanish Language and Culture, United States History, World History","Biology, Calculus AB, Calculus BC, Chemistry, English Literature and Composition, Environmental Science, Spanish Language and Culture, United States History, World History",8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,"ESL; Transitional Bilingual Program: Bengali, Spanish",Not Functionally Accessible,8,"101-01 Rockaway Boulevard
Ozone Park, NY 11417
(40.679831401000456, -73.83832266399963)"
27Q650,"High School for Construction Trades, Engineering and Architecture",Queens,9,12,11416,946,CTE School,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Statistics, United States History, World History",,8:10 AM,2:34 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,3,"94-06 104Th Street
Ozone Park, NY 11416
(40.68939682600046, -73.84064100099965)"
28Q167,Metropolitan Expeditionary Learning School,Queens,6,12,11375,605,,"Biology, Calculus AB, English Literature and Composition, United States Government and Politics",,8:30 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"91-30 Metropolitan Avenue
Forest Hills, NY 11375
(40.710435548000476, -73.85063015499964)"
28Q284,York Early College Academy,Queens,6,12,11433,592,,,,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"108-35 167 Street
Jamaica, NY 11433
(40.69693735800047, -73.78698154099965)"
28Q310,Queens Collegiate: A College Board School,Queens,6,12,11432,647,,"Biology, Calculus AB, Comparative Government and Politics, English Language and Composition, English Literature and Composition, Environmental Science, European History, Music Theory, Psychology, Spanish Language and Culture, United States History","Art History, Biology, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, French Language and Culture, German Language and Culture, Macroeconomics, Physics B, Statistics, Studio Art: Drawing, United States Government and Politics, World History",8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"167-01 Gothic Drive
Jamaica, NY 11432
(40.713577459000476, -73.79651782499963)"
28Q325,Hillside Arts & Letters Academy,Queens,9,12,11432,420,,"Art History, Biology, English Literature and Composition",,8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"167-01 Gothic Drive
Jamaica, NY 11432
(40.713577459000476, -73.79651782499963)"
28Q328,High School for Community Leadership,Queens,9,12,11432,357,,"Biology, Chemistry, English Language and Composition, English Literature and Composition","French Language and Culture, Spanish Language and Culture",9:00 AM,3:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"167-01 Gothic Drive
Jamaica, NY 11432
(40.713577459000476, -73.79651782499963)"
28Q350,Jamaica Gateway to the Sciences,Queens,9,12,11432,396,,"Environmental Science, Psychology",,8:15 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"167-01 Gothic Drive
Jamaica, NY 11432
(40.713577459000476, -73.79651782499963)"
28Q440,Forest Hills High School,Queens,9,12,11375,3800,,"Art History, Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, Computer Science A, English Literature and Composition, Environmental Science, French Language and Culture, Macroeconomics, Psychology, Spanish Language and Culture, Spanish Literature and Culture, Statistics, United States Government and Politics, United States History, World History",,,,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,5,"67-01 110 Street
Forest Hills, NY 11375
(40.729431572000465, -73.84562907299966)"
28Q505,Hillcrest High School,Queens,9,12,11432,3231,,"Art History, Biology, Calculus AB, Calculus BC, Computer Science A, Environmental Science, French Language and Culture, Spanish Language and Culture, Spanish Literature and Culture, United States Government and Politics, United States History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL; Transitional Bilingual Program: Spanish,Functionally Accessible,8,"160-05 Highland Avenue
Jamaica, NY 11432
(40.70875755500049, -73.80212748599968)"
28Q620,Thomas A. Edison Career and Technical Education High School,Queens,9,12,11432,2168,CTE School,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Physics B, Psychology, United States Government and Politics, United States History, World History",,8:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,7,"165-65 84 Avenue
Jamaica, NY 11432
(40.71587626100046, -73.79882238899967)"
28Q680,Queens Gateway to Health Sciences Secondary School,Queens,6,12,11432,811,,"Calculus AB, English Literature and Composition, United States History, World History",,8:00 AM,2:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"160-20 Goethals Avenue
Jamaica, NY 11432
(40.718810094000446, -73.80650045499965)"
28Q686,QUEENS METROPOLITAN HIGH SCHOOL,Queens,9,12,11375,1139,,"Biology, Calculus AB, Calculus BC, English Language and Composition, English Literature and Composition, Spanish Language and Culture, United States Government and Politics, United States History",,8:00 AM,2:50 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"91-30 Metropolitan Avenue
Forest Hills, NY 11375
(40.710435548000476, -73.85063015499964)"
28Q687,Queens High School for the Sciences at York College,Queens,9,12,11433,419,Specialized School,"Biology, Calculus AB, Calculus BC, Chemistry, Chinese Language and Culture, English Language and Composition, Environmental Science, Macroeconomics, Physics B, Spanish Language and Culture, Statistics, United States Government and Politics, United States History, World History",,8:00 AM,3:18 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"94-50 159 Street
Jamaica, NY 11433
(40.7009987670005, -73.79815352399964)"
28Q690,High School for Law Enforcement and Public Safety,Queens,9,12,11434,565,,United States History,,8:00 AM,3:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"116-25 Guy R Brewer Boulevard
Jamaica, NY 11434
(40.68617808300047, -73.78408297499965)"
28Q896,"Young Women's Leadership School, Queens",Queens,6,12,11432,555,All-Girls School,"Biology, Calculus AB, English Literature and Composition, Spanish Literature and Culture",,8:00 AM,2:57 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"150-91 87 Road
Jamaica, NY 11432
(40.70820782600049, -73.80407794599967)"
29Q243,Institute for Health Professions at Cambria Heights,Queens,9,11,11411,82,CTE School,,,8:35 AM,3:32 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"207- 01 116Th Avenue
Cambria Heights, NY 11411
(40.69553633600049, -73.73491834199967)"
29Q248,Queens Preparatory Academy,Queens,9,12,11413,465,,"Biology, Calculus AB, Calculus BC, English Language and Composition, English Literature and Composition",,8:10 AM,2:57 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"143-10 Springfield Boulevard
Springfield Gardens, NY 11413
(40.66823228800047, -73.75683989399965)"
29Q259,Pathways College Preparatory School: A College Board School,Queens,6,12,11412,563,,"English Literature and Composition, Environmental Science, Macroeconomics, Microeconomics, Spanish Language and Culture",,8:00 AM,3:07 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"109-89 204 Street
Saint Albans, NY 11412
(40.706387658000494, -73.75353002199967)"
29Q265,Excelsior Preparatory High School,Queens,9,12,11413,480,,"Calculus AB, English Literature and Composition, World History",,8:10 AM,3:07 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"143-10 Springfield Boulevard
Springfield Gardens, NY 11413
(40.66823228800047, -73.75683989399965)"
29Q272,George Washington Carver High School for the Sciences,Queens,9,12,11413,498,,"Calculus AB, English Language and Composition, English Literature and Composition, Macroeconomics, Microeconomics, United States History",,8:00 AM,3:15 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"143-10 Springfield Boulevard
Springfield Gardens, NY 11413
(40.66823228800047, -73.75683989399965)"
29Q283,Preparatory Academy for Writers: A College Board School,Queens,6,12,11413,522,,"Biology, Calculus AB, English Language and Composition, English Literature and Composition, Environmental Science, European History, United States History",,8:00 AM,3:05 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"143-10 Springfield Boulevard
Springfield Gardens, NY 11413
(40.66823228800047, -73.75683989399965)"
29Q313,Benjamin Franklin High School for Finance & Information Technology,Queens,9,10,11411,N/A,CTE - New School,"N/A (Expected: Computer Science AB, Economics:  Macro, Economics: Micro, English Language and Composition, Government and  Politics: United States)  ","N/A (Expected: Art History, Biology,  Chemistry, French Language, Government and Politics: Comparative, Government  and Politics: United States, Psychology) ",8:30 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"207-01 116th Avenue
Cambria Heights, NY 11411
(40.6978073300005, -73.74585775499963)"
29Q326,Cambria Heights Academy,Queens,9,12,11423,336,,"English Literature and Composition, Environmental Science, United States History, World History",Calculus AB,9:00 AM,4:00 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"188-04 91St Avenue
Hollis, NY 11423
(40.71181822000045, -73.77119187599965)"
29Q327,Eagle Academy for Young Men III,Queens,6,11,11434,345,All-Boys School,,,8:45 AM,4:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"171-10 Linden Boulevard
Jamaica, NY 11434
(40.69167018900049, -73.77902860599966)"
29Q492,"Mathematics, Science Research and Technology Magnet High School",Queens,9,12,11411,416,,Biology,"Biology, United States History, World History",8:00 AM,2:25 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"207- 01 116Th Avenue
Cambria Heights, NY 11411
(40.69553633600049, -73.73491834199967)"
29Q498,Humanities & Arts Magnet High School,Queens,9,12,11411,513,,"Art History, English Language and Composition, European History, Studio Art: Drawing, United States Government and Politics",,8:00 AM,2:45 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,2,"207- 01 116Th Avenue
Cambria Heights, NY 11411
(40.69553633600049, -73.73491834199967)"
30Q258,Energy Tech High School,Queens,9,11,11106,119,NYC P-Tech 9-14 School,,,8:45 AM,3:35 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Not Functionally Accessible,1,"36-41 28 Street
Astoria, NY 11106
(40.7570971560005, -73.93261840099967)"
30Q286,"Young Women's Leadership School, Astoria",Queens,6,12,11102,576,All-Girls School,,,8:00 AM,3:20 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"23-15 Newtown Avenue
Astoria, NY 11102
(40.77125089600048, -73.92460167099966)"
30Q301,Academy for Careers in Television and Film,Queens,9,12,11101,470,CTE School,"Calculus AB, English Literature and Composition, Psychology, United States History",,9:00 AM,3:30 PM,This school will provide students with disabilities the supports and services indicated on their IEPs.,ESL,Functionally Accessible,1,"1-50 51St Avenue
Long Island City, NY 11101
(40.74113732800049, -73.94968859899967)"
